Model,Parameters,test_acc,train_acc,test_bal_acc,train_bal_acc,test_f1_macro,train_f1_macro,test_f1_weighted,train_f1_weighted,test_prec_macro,train_prec_macro,test_rec_macro,train_rec_macro,test_specificity_weighted,train_specificity_weighted,test_g_mean,train_g_mean
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7348,0.7579,0.5030,0.5291,0.4609,0.4968,0.6551,0.6800,0.5353,0.6655,0.5030,0.5291,0.2712,0.3002,0.3693,0.3985
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.5824,0.6490,0.5473,0.6377,0.5238,0.6017,0.6073,0.6711,0.5365,0.6062,0.5473,0.6377,0.5121,0.6264,0.5291,0.6320
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.5727,0.6442,0.5315,0.6228,0.5120,0.5922,0.5976,0.6658,0.5252,0.5956,0.5315,0.6228,0.4903,0.6015,0.5103,0.6121
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7362,0.7565,0.5040,0.5268,0.4614,0.4929,0.6558,0.6777,0.5354,0.6553,0.5040,0.5268,0.2717,0.2970,0.3699,0.3955
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.5604,0.6439,0.5326,0.6375,0.5064,0.5989,0.5876,0.6668,0.5245,0.6053,0.5326,0.6375,0.5049,0.6312,0.5182,0.6344
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.5727,0.6435,0.5315,0.6224,0.5120,0.5916,0.5976,0.6652,0.5252,0.5952,0.5315,0.6224,0.4903,0.6012,0.5103,0.6117
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7362,0.7562,0.5002,0.5186,0.4526,0.4741,0.6517,0.6688,0.5276,0.6600,0.5002,0.5186,0.2642,0.2810,0.3634,0.3817
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.5729,0.6521,0.5521,0.6421,0.5220,0.6053,0.5992,0.6740,0.5401,0.6096,0.5521,0.6421,0.5314,0.6320,0.5412,0.6370
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.5741,0.6473,0.5380,0.6291,0.5167,0.5968,0.5998,0.6689,0.5303,0.6003,0.5380,0.6291,0.5020,0.6109,0.5195,0.6199
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.7348,0.7579,0.5030,0.5291,0.4609,0.4968,0.6551,0.6800,0.5353,0.6655,0.5030,0.5291,0.2712,0.3002,0.3693,0.3985
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.5824,0.6490,0.5473,0.6377,0.5238,0.6017,0.6073,0.6711,0.5365,0.6062,0.5473,0.6377,0.5121,0.6264,0.5291,0.6320
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.5727,0.6442,0.5315,0.6228,0.5120,0.5922,0.5976,0.6658,0.5252,0.5956,0.5315,0.6228,0.4903,0.6015,0.5103,0.6121
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7362,0.7565,0.5040,0.5268,0.4614,0.4929,0.6558,0.6777,0.5354,0.6553,0.5040,0.5268,0.2717,0.2970,0.3699,0.3955
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.5604,0.6439,0.5326,0.6375,0.5064,0.5989,0.5876,0.6668,0.5245,0.6053,0.5326,0.6375,0.5049,0.6312,0.5182,0.6344
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.5727,0.6435,0.5315,0.6224,0.5120,0.5916,0.5976,0.6652,0.5252,0.5952,0.5315,0.6224,0.4903,0.6012,0.5103,0.6117
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.7362,0.7562,0.5002,0.5186,0.4526,0.4741,0.6517,0.6688,0.5276,0.6600,0.5002,0.5186,0.2642,0.2810,0.3634,0.3817
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.5729,0.6521,0.5521,0.6421,0.5220,0.6053,0.5992,0.6740,0.5401,0.6096,0.5521,0.6421,0.5314,0.6320,0.5412,0.6370
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5741,0.6473,0.5380,0.6291,0.5167,0.5968,0.5998,0.6689,0.5303,0.6003,0.5380,0.6291,0.5020,0.6109,0.5195,0.6199
RidgeClassifier,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.4505,0.5168,0.4097,0.4792,0.3885,0.4701,0.4207,0.4952,0.3933,0.5063,0.4097,0.4792,0.6850,0.7191,0.5297,0.5870
RidgeClassifier,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.4492,0.5179,0.4085,0.4804,0.3872,0.4716,0.4194,0.4965,0.3905,0.5079,0.4085,0.4804,0.6846,0.7197,0.5288,0.5880
RidgeClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.4519,0.5168,0.4117,0.4774,0.3915,0.4655,0.4224,0.4919,0.4099,0.5093,0.4117,0.4774,0.6831,0.7168,0.5302,0.5849
RidgeClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.4505,0.5168,0.4097,0.4792,0.3885,0.4701,0.4207,0.4952,0.3933,0.5063,0.4097,0.4792,0.6850,0.7191,0.5297,0.5870
RidgeClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.4492,0.5179,0.4085,0.4804,0.3872,0.4716,0.4194,0.4965,0.3905,0.5079,0.4085,0.4804,0.6846,0.7197,0.5288,0.5880
RidgeClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.4519,0.5168,0.4117,0.4774,0.3915,0.4655,0.4224,0.4919,0.4099,0.5093,0.4117,0.4774,0.6831,0.7168,0.5302,0.5849
RidgeClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6469,0.6906,0.5690,0.6177,0.5637,0.6195,0.6179,0.6664,0.6006,0.6624,0.5690,0.6177,0.4911,0.5448,0.5286,0.5801
RidgeClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.6222,0.6566,0.6122,0.6498,0.6045,0.6408,0.6280,0.6623,0.6062,0.6402,0.6122,0.6498,0.6022,0.6430,0.6072,0.6464
RidgeClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.6098,0.6655,0.5991,0.6612,0.5913,0.6510,0.6154,0.6713,0.5940,0.6504,0.5991,0.6612,0.5885,0.6569,0.5937,0.6591
RidgeClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6469,0.6909,0.5690,0.6180,0.5637,0.6198,0.6179,0.6667,0.6006,0.6630,0.5690,0.6180,0.4911,0.5450,0.5286,0.5803
RidgeClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.6222,0.6683,0.6130,0.6599,0.6048,0.6516,0.6280,0.6733,0.6067,0.6504,0.6130,0.6599,0.6039,0.6516,0.6084,0.6557
RidgeClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.6098,0.6648,0.5991,0.6607,0.5913,0.6504,0.6154,0.6707,0.5940,0.6498,0.5991,0.6607,0.5885,0.6565,0.5937,0.6586
RidgeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.6469,0.6889,0.5622,0.6091,0.5528,0.6081,0.6112,0.6589,0.6022,0.6634,0.5622,0.6091,0.4774,0.5293,0.5180,0.5678
RidgeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE / Feature Selection,0.6139,0.6672,0.6057,0.6593,0.5974,0.6507,0.6202,0.6723,0.5999,0.6498,0.6057,0.6593,0.5975,0.6515,0.6016,0.6554
RidgeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.6098,0.6665,0.5983,0.6597,0.5902,0.6507,0.6148,0.6719,0.5937,0.6496,0.5983,0.6597,0.5868,0.6528,0.5925,0.6562
RidgeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.6469,0.6906,0.5690,0.6177,0.5637,0.6195,0.6179,0.6664,0.6006,0.6624,0.5690,0.6177,0.4911,0.5448,0.5286,0.5801
RidgeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.6222,0.6566,0.6122,0.6498,0.6045,0.6408,0.6280,0.6623,0.6062,0.6402,0.6122,0.6498,0.6022,0.6430,0.6072,0.6464
RidgeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.6098,0.6655,0.5991,0.6612,0.5913,0.6510,0.6154,0.6713,0.5940,0.6504,0.5991,0.6612,0.5885,0.6569,0.5937,0.6591
RidgeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.6469,0.6909,0.5690,0.6180,0.5637,0.6198,0.6179,0.6667,0.6006,0.6630,0.5690,0.6180,0.4911,0.5450,0.5286,0.5803
RidgeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.6222,0.6683,0.6130,0.6599,0.6048,0.6516,0.6280,0.6733,0.6067,0.6504,0.6130,0.6599,0.6039,0.6516,0.6084,0.6557
RidgeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.6098,0.6648,0.5991,0.6607,0.5913,0.6504,0.6154,0.6707,0.5940,0.6498,0.5991,0.6607,0.5885,0.6565,0.5937,0.6586
RidgeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.6469,0.6889,0.5622,0.6091,0.5528,0.6081,0.6112,0.6589,0.6022,0.6634,0.5622,0.6091,0.4774,0.5293,0.5180,0.5678
RidgeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.6139,0.6672,0.6057,0.6593,0.5974,0.6507,0.6202,0.6723,0.5999,0.6498,0.6057,0.6593,0.5975,0.6515,0.6016,0.6554
RidgeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.6098,0.6665,0.5983,0.6597,0.5902,0.6507,0.6148,0.6719,0.5937,0.6496,0.5983,0.6597,0.5868,0.6528,0.5925,0.6562
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced / Feature Selection,0.7362,0.7545,0.4984,0.5203,0.4478,0.4798,0.6495,0.6709,0.4827,0.6435,0.4984,0.5203,0.2605,0.2861,0.3602,0.3857
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE / Feature Selection,0.5672,0.6284,0.5484,0.6203,0.5189,0.5831,0.5947,0.6525,0.5372,0.5919,0.5484,0.6203,0.5295,0.6121,0.5387,0.6162
RidgeClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5700,0.6332,0.5539,0.6142,0.5232,0.5826,0.5981,0.6561,0.5409,0.5882,0.5539,0.6142,0.5379,0.5951,0.5457,0.6045
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced / Feature Selection,0.7362,0.7541,0.4984,0.5196,0.4478,0.4785,0.6495,0.6701,0.4827,0.6401,0.4984,0.5196,0.2605,0.2850,0.3602,0.3847
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE / Feature Selection,0.5672,0.6288,0.5428,0.6177,0.5161,0.5821,0.5947,0.6527,0.5328,0.5901,0.5428,0.6177,0.5183,0.6066,0.5302,0.6121
RidgeClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.5700,0.6339,0.5539,0.6151,0.5232,0.5834,0.5981,0.6567,0.5409,0.5889,0.5539,0.6151,0.5379,0.5962,0.5457,0.6056
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.7403,0.7538,0.4992,0.5123,0.4453,0.4614,0.6497,0.6620,0.5095,0.6412,0.4992,0.5123,0.2581,0.2709,0.3589,0.3725
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5727,0.6353,0.5576,0.6258,0.5254,0.5891,0.6000,0.6587,0.5439,0.5963,0.5576,0.6258,0.5425,0.6163,0.5497,0.6210
RidgeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5672,0.6381,0.5484,0.6211,0.5192,0.5883,0.5955,0.6606,0.5367,0.5935,0.5484,0.6211,0.5295,0.6041,0.5388,0.6125
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.7362,0.7545,0.4984,0.5203,0.4478,0.4798,0.6495,0.6709,0.4827,0.6435,0.4984,0.5203,0.2605,0.2861,0.3602,0.3857
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.5672,0.6284,0.5484,0.6203,0.5189,0.5831,0.5947,0.6525,0.5372,0.5919,0.5484,0.6203,0.5295,0.6121,0.5387,0.6162
RidgeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5700,0.6332,0.5539,0.6142,0.5232,0.5826,0.5981,0.6561,0.5409,0.5882,0.5539,0.6142,0.5379,0.5951,0.5457,0.6045
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.7362,0.7541,0.4984,0.5196,0.4478,0.4785,0.6495,0.6701,0.4827,0.6401,0.4984,0.5196,0.2605,0.2850,0.3602,0.3847
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.5672,0.6288,0.5428,0.6177,0.5161,0.5821,0.5947,0.6527,0.5328,0.5901,0.5428,0.6177,0.5183,0.6066,0.5302,0.6121
RidgeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.5700,0.6339,0.5539,0.6151,0.5232,0.5834,0.5981,0.6567,0.5409,0.5889,0.5539,0.6151,0.5379,0.5962,0.5457,0.6056
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.7403,0.7538,0.4992,0.5123,0.4453,0.4614,0.6497,0.6620,0.5095,0.6412,0.4992,0.5123,0.2581,0.2709,0.3589,0.3725
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.5727,0.6353,0.5576,0.6258,0.5254,0.5891,0.6000,0.6587,0.5439,0.5963,0.5576,0.6258,0.5425,0.6163,0.5497,0.6210
RidgeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.5672,0.6381,0.5484,0.6211,0.5192,0.5883,0.5955,0.6606,0.5367,0.5935,0.5484,0.6211,0.5295,0.6041,0.5388,0.6125
SVC,3 Classes / Normal / No Scaler / Unbalanced,0.4299,0.5364,0.3946,0.5046,0.3769,0.4996,0.4060,0.5203,0.3909,0.5318,0.3946,0.5046,0.6796,0.7339,0.5175,0.6085
SVC,3 Classes / Normal / StandardScaler / Unbalanced,0.4285,0.5364,0.3926,0.5033,0.3752,0.4973,0.4050,0.5189,0.3877,0.5306,0.3926,0.5033,0.6799,0.7329,0.5164,0.6073
SVC,3 Classes / Normal / MinMaxScaler / Unbalanced,0.4340,0.5285,0.3902,0.4821,0.3626,0.4618,0.3971,0.4934,0.3672,0.5264,0.3902,0.4821,0.6700,0.7176,0.5111,0.5881
SVC,3 Classes / Feature Engineering / No Scaler / Unbalanced,0.4299,0.5364,0.3946,0.5046,0.3769,0.4996,0.4060,0.5203,0.3909,0.5318,0.3946,0.5046,0.6796,0.7339,0.5175,0.6085
SVC,3 Classes / Feature Engineering / StandardScaler / Unbalanced,0.4285,0.5364,0.3926,0.5033,0.3752,0.4973,0.4050,0.5189,0.3877,0.5306,0.3926,0.5033,0.6799,0.7329,0.5164,0.6073
SVC,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced,0.4340,0.5285,0.3902,0.4821,0.3626,0.4618,0.3971,0.4934,0.3672,0.5264,0.3902,0.4821,0.6700,0.7176,0.5111,0.5881
SVC,2 Classes IS vs W / Normal / No Scaler / Unbalanced,0.6662,0.6823,0.5660,0.5826,0.5461,0.5648,0.6125,0.6293,0.6592,0.6707,0.5660,0.5826,0.4658,0.4830,0.5134,0.5304
SVC,2 Classes IS vs W / Normal / No Scaler / SMOTE,0.6167,0.6659,0.6079,0.6675,0.5994,0.6540,0.6227,0.6722,0.6015,0.6551,0.6079,0.6675,0.5992,0.6691,0.6035,0.6683
SVC,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler,0.5947,0.6693,0.5900,0.6706,0.5792,0.6573,0.6015,0.6756,0.5839,0.6579,0.5900,0.6706,0.5852,0.6718,0.5875,0.6712
SVC,2 Classes IS vs W / Normal / StandardScaler / Unbalanced,0.6634,0.6813,0.5630,0.5810,0.5424,0.5628,0.6094,0.6277,0.6477,0.6690,0.5630,0.5810,0.4625,0.4807,0.5103,0.5284
SVC,2 Classes IS vs W / Normal / StandardScaler / SMOTE,0.6208,0.6775,0.6188,0.6789,0.6070,0.6654,0.6273,0.6835,0.6115,0.6658,0.6188,0.6789,0.6168,0.6803,0.6178,0.6796
SVC,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler,0.5961,0.6710,0.5868,0.6715,0.5780,0.6587,0.6022,0.6772,0.5817,0.6591,0.5868,0.6715,0.5775,0.6719,0.5820,0.6717
SVC,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.6703,0.6758,0.5641,0.5701,0.5385,0.5471,0.6088,0.6161,0.6628,0.6650,0.5641,0.5701,0.4579,0.4644,0.5082,0.5145
SVC,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.6236,0.6710,0.6184,0.6681,0.6086,0.6568,0.6301,0.6766,0.6109,0.6567,0.6184,0.6681,0.6132,0.6651,0.6157,0.6666
SVC,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.6002,0.6731,0.5866,0.6677,0.5791,0.6580,0.6048,0.6784,0.5832,0.6572,0.5866,0.6677,0.5729,0.6624,0.5796,0.6650
SVC,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6662,0.6823,0.5660,0.5826,0.5461,0.5648,0.6125,0.6293,0.6592,0.6707,0.5660,0.5826,0.4658,0.4830,0.5134,0.5304
SVC,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.6167,0.6659,0.6079,0.6675,0.5994,0.6540,0.6227,0.6722,0.6015,0.6551,0.6079,0.6675,0.5992,0.6691,0.6035,0.6683
SVC,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.5947,0.6693,0.5900,0.6706,0.5792,0.6573,0.6015,0.6756,0.5839,0.6579,0.5900,0.6706,0.5852,0.6718,0.5875,0.6712
SVC,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.6634,0.6813,0.5630,0.5810,0.5424,0.5628,0.6094,0.6277,0.6477,0.6690,0.5630,0.5810,0.4625,0.4807,0.5103,0.5284
SVC,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.6208,0.6775,0.6188,0.6789,0.6070,0.6654,0.6273,0.6835,0.6115,0.6658,0.6188,0.6789,0.6168,0.6803,0.6178,0.6796
SVC,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.5961,0.6710,0.5868,0.6715,0.5780,0.6587,0.6022,0.6772,0.5817,0.6591,0.5868,0.6715,0.5775,0.6719,0.5820,0.6717
SVC,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.6703,0.6758,0.5641,0.5701,0.5385,0.5471,0.6088,0.6161,0.6628,0.6650,0.5641,0.5701,0.4579,0.4644,0.5082,0.5145
SVC,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.6236,0.6710,0.6184,0.6681,0.6086,0.6568,0.6301,0.6766,0.6109,0.6567,0.6184,0.6681,0.6132,0.6651,0.6157,0.6666
SVC,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.6002,0.6731,0.5866,0.6677,0.5791,0.6580,0.6048,0.6784,0.5832,0.6572,0.5866,0.6677,0.5729,0.6624,0.5796,0.6650
SVC,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7431,0.7531,0.4936,0.5021,0.4263,0.4349,0.6418,0.6492,0.3751,0.4934,0.4936,0.5021,0.2441,0.2511,0.3471,0.3551
SVC,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.5453,0.6387,0.5114,0.6476,0.4896,0.6003,0.5734,0.6629,0.5086,0.6115,0.5114,0.6476,0.4776,0.6566,0.4939,0.6521
SVC,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.5742,0.6490,0.5399,0.6340,0.5176,0.5998,0.6001,0.6706,0.5315,0.6039,0.5399,0.6340,0.5057,0.6189,0.5224,0.6264
SVC,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7431,0.7531,0.4936,0.5021,0.4263,0.4349,0.6418,0.6492,0.3751,0.4934,0.4936,0.5021,0.2441,0.2511,0.3471,0.3551
SVC,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.5275,0.6308,0.5015,0.6382,0.4775,0.5920,0.5580,0.6554,0.5011,0.6044,0.5015,0.6382,0.4754,0.6456,0.4880,0.6418
SVC,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.5728,0.6456,0.5446,0.6303,0.5189,0.5964,0.5990,0.6675,0.5347,0.6009,0.5446,0.6303,0.5165,0.6150,0.5301,0.6226
SVC,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7458,0.7531,0.4954,0.5012,0.4272,0.4322,0.6431,0.6480,0.3755,0.4433,0.4954,0.5012,0.2450,0.2492,0.3484,0.3534
SVC,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.5357,0.6377,0.5274,0.6414,0.4933,0.5969,0.5664,0.6614,0.5203,0.6074,0.5274,0.6414,0.5191,0.6450,0.5229,0.6431
SVC,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.5728,0.6367,0.5465,0.6262,0.5210,0.5897,0.6000,0.6596,0.5360,0.5971,0.5465,0.6262,0.5202,0.6158,0.5331,0.6209
SVC,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.7431,0.7531,0.4936,0.5021,0.4263,0.4349,0.6418,0.6492,0.3751,0.4934,0.4936,0.5021,0.2441,0.2511,0.3471,0.3551
SVC,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.5453,0.6387,0.5114,0.6476,0.4896,0.6003,0.5734,0.6629,0.5086,0.6115,0.5114,0.6476,0.4776,0.6566,0.4939,0.6521
SVC,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.5742,0.6490,0.5399,0.6340,0.5176,0.5998,0.6001,0.6706,0.5315,0.6039,0.5399,0.6340,0.5057,0.6189,0.5224,0.6264
SVC,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7431,0.7531,0.4936,0.5021,0.4263,0.4349,0.6418,0.6492,0.3751,0.4934,0.4936,0.5021,0.2441,0.2511,0.3471,0.3551
SVC,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.5275,0.6308,0.5015,0.6382,0.4775,0.5920,0.5580,0.6554,0.5011,0.6044,0.5015,0.6382,0.4754,0.6456,0.4880,0.6418
SVC,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.5728,0.6456,0.5446,0.6303,0.5189,0.5964,0.5990,0.6675,0.5347,0.6009,0.5446,0.6303,0.5165,0.6150,0.5301,0.6226
SVC,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.7458,0.7531,0.4954,0.5012,0.4272,0.4322,0.6431,0.6480,0.3755,0.4433,0.4954,0.5012,0.2450,0.2492,0.3484,0.3534
SVC,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.5357,0.6377,0.5274,0.6414,0.4933,0.5969,0.5664,0.6614,0.5203,0.6074,0.5274,0.6414,0.5191,0.6450,0.5229,0.6431
SVC,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5728,0.6367,0.5465,0.6262,0.5210,0.5897,0.6000,0.6596,0.5360,0.5971,0.5465,0.6262,0.5202,0.6158,0.5331,0.6209
SVC,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.4409,0.5134,0.4003,0.4716,0.3777,0.4531,0.4109,0.4825,0.3798,0.5024,0.4003,0.4716,0.6809,0.7132,0.5218,0.5799
SVC,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.4450,0.5165,0.4027,0.4732,0.3776,0.4529,0.4117,0.4836,0.3820,0.4973,0.4027,0.4732,0.6802,0.7142,0.5230,0.5813
SVC,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.4477,0.5100,0.4000,0.4603,0.3635,0.4300,0.4017,0.4666,0.3579,0.4986,0.4000,0.4603,0.6721,0.7058,0.5183,0.5699
SVC,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.4409,0.5134,0.4003,0.4716,0.3777,0.4531,0.4109,0.4825,0.3798,0.5024,0.4003,0.4716,0.6809,0.7132,0.5218,0.5799
SVC,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.4450,0.5165,0.4027,0.4732,0.3776,0.4529,0.4117,0.4836,0.3820,0.4973,0.4027,0.4732,0.6802,0.7142,0.5230,0.5813
SVC,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.4477,0.5100,0.4000,0.4603,0.3635,0.4300,0.4017,0.4666,0.3579,0.4986,0.4000,0.4603,0.6721,0.7058,0.5183,0.5699
SVC,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6648,0.6799,0.5632,0.5786,0.5419,0.5598,0.6095,0.6254,0.6493,0.6675,0.5632,0.5786,0.4616,0.4773,0.5099,0.5255
SVC,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.6208,0.6583,0.6188,0.6607,0.6074,0.6467,0.6279,0.6649,0.6103,0.6487,0.6188,0.6607,0.6168,0.6632,0.6178,0.6619
SVC,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.6016,0.6597,0.5945,0.6601,0.5849,0.6473,0.6079,0.6661,0.5887,0.6484,0.5945,0.6601,0.5873,0.6605,0.5908,0.6603
SVC,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6634,0.6803,0.5621,0.5791,0.5409,0.5604,0.6085,0.6259,0.6472,0.6680,0.5621,0.5791,0.4608,0.4780,0.5090,0.5261
SVC,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.6140,0.6604,0.6143,0.6611,0.6017,0.6478,0.6212,0.6666,0.6063,0.6496,0.6143,0.6611,0.6146,0.6617,0.6145,0.6614
SVC,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.6043,0.6611,0.5957,0.6605,0.5867,0.6482,0.6101,0.6673,0.5905,0.6490,0.5957,0.6605,0.5872,0.6600,0.5914,0.6602
